name_last,name_first,bpid,key_mlbam,key_bbref,key_fangraphs,mlb_played_last
,,,-1,,-1,
Barry,Ed,18820,110631,barryed01,1000614,1907
Barry,Hardin,18821,110632,barryha01,1000615,1912
Barry,Jack,18822,110635,barryja01,1000616,1919
Barry,Jeff,18823,110633,barryje01,1000617,1999
Barry,Kevin,32495,435258,barryke01,3460,2007
Barry,Rich,18824,110636,barryri01,1000618,1969
Barry,Scott,112964,482608,,-1,
Barry,Shad,18825,110634,barrysh01,1000619,1908
Barry,Tom,18826,110637,barryto01,1000620,1904
Bart,Joey,112968,663698,bartjo01,21524,2021
Bartee,Kimera,16729,110638,barteki01,1000622,2001
Bartell,Dick,18827,110639,bartedi01,1000621,1946
Barthelson,Bob,18828,110640,barthbo01,1000623,1944
Barthmaier,Jimmy,45692,444864,barthji01,6292,2008
Barthold,John,18829,110641,barthjo01,1000624,1904
Bartholomew,Les,18830,110642,barthle01,1000625,1932
Bartirome,Tony,18831,110643,bartito01,1000626,1952
,,,-1,bartlho01,-1,1925
Bartlett,Jason,32500,430583,bartlja01,8219,2014
,,,-1,,-1,
Bartley,Bill,18832,110645,bartlbi01,1000627,1907
Bartley,Boyd,18833,110644,bartlbo01,1000628,1943
Bartling,Irv,18834,110646,bartlir01,1000629,1938
Barton,Bob,18835,110648,bartobo01,1000630,1974
Barton,Brian,47033,446382,bartobr01,2408,2009
Barton,Daric,45389,435558,bartoda02,5928,2014
Barton,Harry,18836,110647,bartoha01,1000632,1905
,,,-1,,-1,
Barton,Shawn,17886,110649,bartosh01,1000633,1996
Barton,Vince,18837,110650,bartovi01,1000634,1932
Bartosch,Dave,18838,110651,bartoda01,1000631,1945
Bartosh,Cliff,32505,407802,bartocl01,1871,2005
Bartson,Charlie,18839,110652,bartsch01,1000635,1890
Barzilla,Philip,32508,447808,barziph01,3486,2006
Basabe,Luis Alexander,103262,642772,basablu01,17839,2020
Basak,Chris,31496,431150,basakch01,3048,2007
Basgall,Monty,18840,110653,basgamo01,1000636,1951
,,,-1,bashara01,-1,1932
Bashang,Al,18841,110654,bashaal01,1000637,1918
Bashlor,Tyler,102512,641341,bashlty01,15203,2020
Bashore,Walt,18842,110655,bashowa01,1000638,1936
,,,-1,,-1,
Basinski,Eddie,18843,110656,basined01,1000639,1947
Baskette,Jim,18844,110657,baskeji01,1000640,1913
,,,489942,,-1,
Bass,Anthony,58823,542914,bassan01,7982,2021
Bass,Brian,32518,430654,bassbr01,2219,2010
Bass,Dick,18845,110662,bassdi01,1000641,1939
Bass,Doc,18846,110663,bassdo01,1000642,1918
Bass,John,18847,110658,bassjo01,1000644,1877
Bass,Kevin,16730,110659,basske01,1000645,1995
Bass,Norm,18848,110660,bassno01,1000647,1963
Bass,Randy,18849,110661,bassra01,1000648,1982
,,,-1,bassre01,-1,1940
Bassett,Charley,18850,110664,bassech01,1000643,1892
,,,-1,bassepe01,-1,1948
Bassitt,Chris,69516,605135,bassich01,12304,2021
Bassler,Johnny,18851,110665,bassljo01,1000646,1927
Bastardo,Antonio,52360,455374,bastaan01,8844,2017
Bastian,Charlie,18852,110666,bastich01,1000649,1891
Batch,Emil,18853,110667,batchem01,1000650,1907
Batchelder,Joe,18854,110668,batchjo01,1000651,1925
Batchelor,Rich,18855,110669,batchri01,1000652,1997
Bateman,John,18856,110670,batemjo01,1000653,1972
Bates,Aaron,50050,488686,batesaa01,2777,2009
Bates,Billy,18857,110680,batesbi01,1000654,1990
Bates,Bud,18858,110675,batesbu01,1000655,1939
Bates,Charlie,18859,110672,batesch01,1000656,1927
Bates,Del,18860,110674,batesde01,1000657,1970
Bates,Dick,18861,110671,batesdi01,1000658,1969
Bates,Frank,18862,110673,batesfr01,1000659,1899
Bates,Jason,16731,110676,batesja01,1000660,1998
Bates,John,18863,110677,batesjo01,1000661,1889
Bates,Johnny,18864,110678,batesjo02,1000662,1914
Bates,Ray,18865,110679,batesra01,1000663,1917
Bathe,Bill,18866,110681,bathebi01,1000664,1990
Batista,Miguel,282,110683,batismi01,46,2012
Batista,Rafael,18867,110684,batisra01,1000667,1975
Batista,Tony,1192,110682,batisto01,124,2007
Batiste,Kevin,18868,110685,batiske01,1000665,1989
Batiste,Kim,17786,110686,batiski01,1000666,1996
Batsch,Bill,18869,110687,batscbi01,1000668,1916
Battam,Larry,18870,110688,battala01,1000669,1895
Batten,George,18871,110689,battege01,1000671,1912
Battey,Earl,18872,110690,batteea01,1000670,1967
Battin,Joe,18873,110691,battijo01,1000672,1890
Battle,Allen,16732,110692,battlal01,1000673,1996
Battle,Howard,16733,110693,battlho01,1000674,1999
Battle,Jim,18874,110694,battlji01,1000675,1927
,,,-1,battlra01,-1,1945
,,,-1,battlru01,-1,1924
Batton,Chris,18875,110695,battoch01,1000676,1976
Batts,Matt,18876,110696,battsma01,1000677,1956
Bauer,Al,18879,110699,baueral01,1000678,1886
Bauer,Hank,18877,110697,bauerha01,1000679,1961
Bauer,Lou,18878,110698,bauerlo01,1000680,1918
Bauer,Rick,1193,407400,bauerri01,125,2008
Bauer,Trevor,70335,545333,bauertr01,12703,2021
Bauers,Jake,102514,641343,bauerja01,15194,2021
Bauers,Russ,18880,110700,bauerru01,1000681,1950
Baughman,Justin,16734,132200,baughju01,1000682,2000
Baumann,Buddy,59595,571473,baumabu01,9309,2018
Baumann,Frank,18881,110702,baumafr01,1000683,1965
Baumann,Mike,109416,657508,baumami01,20206,2021
Baumann,Paddy,18882,110701,baumapa01,1000684,1917
Baumer,Jim,18883,110703,baumeji01,1000685,1961
Baumgardner,George,18884,110704,baumgge01,1000686,1916
Baumgarten,Ross,18885,110705,baumgro01,1000689,1982
Baumgartner,Harry,18886,110706,baumgha01,1000687,1920
Baumgartner,John,18887,110707,baumgjo01,1000688,1953
Baumgartner,Stan,18888,110708,baumgst01,1000690,1926
Baumholtz,Frank,18889,110709,baumhfr01,1000691,1957
Bausewine,George,18890,110710,bausege01,1000692,1889
Bauta,Ed,18891,110711,bautaed01,1000693,1964
Bautista,Danny,283,110712,bautida01,47,2004
Bautista,Denny,31478,429714,bautide01,1947,2010
Bautista,Gerson,103870,639373,bautige01,19256,2019
Bautista,Jose,16735,110713,bautijo01,1000694,1997
Bautista,Jose,32570,430832,bautijo02,1887,2018
Bautista,Rafael,100904,622441,bautira01,15769,2018
,,,-1,bauzama01,-1,1930
Baxes,Jim,18892,110714,baxesji01,1000695,1959
Baxes,Mike,18893,110715,baxesmi01,1000696,1958
Baxter,Mike,49255,488689,baxtemi01,4464,2015
Baxter,Moose,18894,110716,baxtemo01,1000697,1907
Bay,Harry,18895,110717,bayha01,1000698,1908
Bay,Jason,31518,424726,bayja01,1717,2013
Bayer,Burley,19855,111832,byersbu01,-1,1899
Bayless,Dick,18896,110718,bayledi01,1000699,1908
,,,-1,bayliha01,-1,1948
Bayliss,Jonah,32576,435058,baylijo01,4560,2007
Baylor,Don,18897,110719,baylodo01,1000700,1988
Bayne,Bill,18898,110720,baynebi01,1000701,1930
Baz,Shane,109417,669358,bazsh01,22264,2021
Bazardo,Eduard,105559,660825,bazared01,20997,2021
Bazardo,Yorman,32579,434590,bazaryo01,3143,2009
Beach,Jack,18899,110721,beachja01,1000702,1884
Beachy,Brandon,58054,545404,beachbr01,8851,2015
Beadle,Dave,18924,110747,beatlda01,1000728,1884
Beal,Damien,113153,482483,,-1,
,,,-1,bealegi01,-1,1947
Beall,Bob,18900,110723,beallbo01,1000703,1980
Beall,Johnny,18901,110722,bealljo01,1000704,1918
Beall,Walter,18902,110724,beallwa01,1000705,1929
Beals,Tommy,18903,110725,bealsto01,1000706,1880
Beam,Alex,18904,110726,beamal01,1000707,1889
Beam,Ernie,18905,110727,beamer01,1000708,1895
Beam,T.J.,47050,446884,beamtj01,6101,2008
Beamon,Charlie,18906,110729,beamoch01,1000709,1958
Beamon,Charlie,18907,110728,beamoch02,1000710,1981
Beamon,Trey,16736,110730,beamotr01,1000711,1998
Bean,Belve,18908,110731,beanbe01,1000712,1935
Bean,Bill,18909,110733,beanbi01,1000713,1995
Bean,Colter,32588,430841,beanco01,2246,2007
,,,-1,,-1,
Bean,Joe,18910,110732,beanjo01,1000715,1902
Beane,Billy,18911,110734,beanebi01,1000714,1989
Beard,Dave,18912,110735,beardda01,1000716,1989
Beard,Mike,18913,110737,beardmi01,1000718,1977
Beard,Ollie,18914,110738,beardol01,1000719,1891
Beard,Ralph,18915,110739,beardra01,1000720,1954
Beard,Ted,18916,110736,beardte01,1000721,1958
Bearden,Gene,18917,110740,beardge01,1000717,1953
,,,-1,,-1,
Beare,Gary,18918,110741,bearega01,1000722,1977
Bearnarth,Larry,18919,110742,bearnla01,1000723,1971
Bearse,Kevin,18920,110743,bearske01,1000724,1990
Beasley,Chris,18921,110744,beaslch01,1000725,1991
Beasley,Jeremy,109420,676886,beaslje01,20205,2021
Beasley,Lew,18922,110745,beaslle01,1000726,1977
Beasley,Tony,32591,433639,,-1,
Beatin,Ed,18923,110746,beatied01,1000727,1891
Beato,Pedro,49753,474039,beatope01,1330,2017
Beattie,Jim,18925,110748,beattji01,1000731,1986
Beatty,Blaine,17838,110750,beattbl01,1000729,1991
Beatty,Desmond,18926,110749,beattde01,1000730,1914
Beaty,Matt,71328,607461,beatyma01,17710,2021
Beauchamp,Jim,18927,110751,beaucji01,1000732,1973
Beaumont,Ginger,18928,110752,beaumgi01,1000733,1910
Beavan,Blake,57741,518444,beavabl01,338,2014
Beavens,Ed,18929,110753,beavee1,1000734,1872
Beazley,Johnny,18930,110754,beazljo01,1000735,1949
Becannon,Buck,18931,110755,becanbu01,1000736,1887
,,,-1,,-1,
Bechler,Steve,31304,407852,bechlst01,1590,2002
Bechtel,George,18932,110756,bechtge01,1000737,1876
Beck,Adam,149183,644760,,-1,
,,,-1,,-1,
Beck,Boom-Boom,18933,110764,beckbo01,1000738,1945
Beck,Chad,52248,444447,beckch01,9258,2012
Beck,Chris,99939,571476,beckch02,13418,2018
Beck,Clyde,18934,110757,beckcl01,1000739,1931
Beck,Erve,18935,110759,becker01,1000748,1902
Beck,Frank,18936,110760,beckfr01,1000751,1884
Beck,Fred,18937,110761,beckfr02,1000752,1915
Beck,George,18938,110758,beckge01,1000753,1914
Beck,Rich,18939,110762,beckri01,1000757,1965
Beck,Rod,16737,110763,beckro01,1730,2004
Beck,Zinn,18940,110765,beckzi01,1000759,1918
Beckendorf,Heinie,18941,110766,beckehe01,1000744,1910
Becker,Beals,18942,110768,beckebe01,1000740,1915
Becker,Bob,18943,110773,beckebo01,1000741,1898
Becker,Charlie,18944,110767,beckech01,1000742,1912
Becker,Heinz,18945,110769,beckehe02,1000745,1947
Becker,Joe,18946,110770,beckejo01,1000746,1937
Becker,Marty,18947,110771,beckema01,1000747,1915
Becker,Rich,16738,110772,beckeri01,1000749,2000
Beckert,Glenn,18948,110774,beckegl01,1000743,1975
Beckett,Josh,489,277417,beckejo02,510,2014
Beckett,Robbie,16739,110775,beckero01,1000750,1997
Beckham,Gordon,58057,493596,beckhgo01,9015,2019
Beckham,Tim,58058,542921,beckhti01,7949,2019
Beckley,Jake,18949,110776,becklja01,1000754,1907
Beckman,Jim,18950,110777,beckmji01,1000756,1928
Beckmann,Bill,18951,110778,beckmbi01,1000755,1942
Beckwith,Joe,18952,110779,beckwjo01,1000758,1986
,,,-1,beckwjo02,-1,1935
Becquer,Julio,18953,110780,becquju01,1000760,1963
Bedard,Erik,1195,407853,bedarer01,126,2014
Bedell,Howie,18954,110781,bedelho01,1000761,1968
Bedford,Gene,18955,110782,bedfoge01,1000762,1925
Bedgood,Phil,18956,110783,bedgoph01,1000763,1923
Bedient,Hugh,18957,110784,bediehu01,1000764,1915
Bednar,Andy,18958,110785,bednaan01,1000765,1931
Bednar,David,107467,670280,bednada01,19569,2021
Bedrosian,Cam,66930,592135,bedroca01,13360,2021
Bedrosian,Steve,18222,110786,bedrost01,1000766,1995
Beebe,Fred,18959,110787,beebefr01,1000767,1916
,,,-1,,-1,
Beech,Matt,16740,110788,beechma01,1000770,1998
Beecher,Ed,18960,110790,beeched01,1000768,1891
Beecher,Roy,18962,110791,beechro01,1000771,1908
Beede,Tyler,70759,595881,beedety01,16981,2021
Beeks,Jalen,105394,656222,beeksja02,17192,2020
Beeler,Dallas,65949,542923,beeleda01,11471,2015
Beeler,Jodie,18963,110792,beelejo01,1000772,1944
Beene,Andy,18964,110794,beenean01,1000773,1984
Beene,Fred,18965,110793,beenefr01,1000774,1975
Beer,Seth,113235,666179,beerse01,20493,2021
Beers,Clarence,18966,110795,beerscl01,1000775,1948
Beggs,Joe,18967,110796,beggsjo01,1000776,1948
Begley,Jim,18970,110799,begleji01,1000779,1924
Behan,Petie,18971,110800,behanpe01,1000780,1923
Behel,Steve,18972,110801,behelst01,1000781,1886
Behenna,Rick,18973,110802,behenri01,1000782,1985
Behney,Mel,18974,110803,behneme01,1000783,1970
Behrman,Hank,18975,110804,behrmha01,1000784,1949
Beimel,Joe,703,346847,beimejo01,979,2015
Beirne,Kevin,339,150312,beirnke01,638,2002
,,,-1,bejerag01,-1,1929
Bejma,Ollie,18976,110805,bejmaol01,1000785,1939
Belanger,Mark,18977,110806,belanma01,1000786,1982
Belardi,Wayne,18978,110807,belarwa01,1000787,1956
Belcher,Kevin,18979,110808,belchke01,1000788,1990
Belcher,Tim,16741,110809,belchti01,1000789,2000
Belden,Ira,18980,110810,beldeir01,1000790,1897
Belfiore,Mike,59318,506988,belfimi01,9324,2013
Belinda,Stan,16742,110811,belinst01,1000792,2000
Belinsky,Bo,18981,110812,belinbo01,1000791,1970
Belisario,Ronald,32630,430613,belisro01,2203,2015
Belisle,Matt,31338,279571,belisma01,1837,2018
Belitz,Todd,16743,277411,belitto01,1000793,2001
Beliveau,Jeff,58059,542924,belivje01,8504,2018
Belk,Tim,16744,110813,belkti01,1000794,1996
,,,-1,bellab01,-1,1924
Bell,Beau,18982,110834,bellbe01,1000797,1941
Bell,Bill,18983,110836,bellbi01,1000798,1955
Bell,Buddy,18984,110815,bellbu01,1000799,1989
Bell,Chad,65853,518445,bellch02,10297,2018
Bell,Charlie,18985,110814,bellch01,1000800,1891
,,,-1,bellcl01,-1,1931
,,,-1,bellco99,-1,1946
Bell,David,434,110816,bellda01,1108,2006
Bell,Derek,16745,110818,bellde01,1000801,2001
Bell,Eric,18118,110819,beller01,1000803,1993
Bell,Fern,18986,110820,bellfe01,1000804,1940
Bell,Frank,18987,110821,bellfr01,1000805,1885
,,,-1,bellfr02,-1,1927
Bell,Gary,18988,110822,bellga01,1000806,1969
Bell,George,18119,110823,bellge02,1000808,1993
Bell,George,18989,110824,bellge01,1000807,1911
Bell,Gus,18990,110817,bellgu01,1000809,1964
Bell,Heath,31497,425514,bellhe01,2080,2014
,,,-1,bellhe02,-1,1948
Bell,Hi,18991,110825,bellhi01,1000810,1934
,,,-1,bellel01,-1,1946
Bell,Jay,285,110826,bellja01,48,2003
Bell,Jerry,18992,110827,bellje01,1000812,1974
,,,-1,belljo03,-1,1932
Bell,Josh,47065,458679,belljo01,2510,2012
Bell,Josh,70775,605137,belljo02,13145,2021
Bell,Juan,16746,110829,bellju01,1000813,1995
,,,-1,bellju02,-1,1931
Bell,Kevin,18993,110830,bellke01,1000814,1982
,,,-1,bellle02,-1,1948
Bell,Les,18994,110831,bellle01,1000815,1931
Bell,Mike,18995,110832,bellmi01,1000816,1991
Bell,Mike,16747,280062,bellmi02,1000817,2000
Bell,Ralph,18996,110833,bellra01,1000820,1912
Bell,Rob,1249,150174,bellro01,1492,2007
Bell,Terry,18998,110835,bellte01,1000822,1987
Bell,Trevor,47068,457707,belltr01,7074,2014
,,,-1,bellw01,-1,1948
Bell,Wally,113312,427026,,-1,
,,,-1,bellwi01,-1,1937
Bella,Zeke,18999,110837,bellaze01,1000796,1959
Bellan,Steve,19000,110838,bellast01,1000795,1873
Bellatti,Andrew,59597,571479,bellaan01,10657,2021
Belle,Albert,16748,110839,belleal01,1000802,2000
Bellhorn,Mark,223,110840,bellhma01,264,2007
Belliard,Rafael,16749,110841,bellira01,1000811,1998
Belliard,Ronnie,115,150071,belliro01,677,2010
Bellinger,Clay,16750,150083,bellicl01,1436,2002
Bellinger,Cody,102519,641355,bellico01,15998,2021
Bellino,Dan,145353,483564,,-1,
Bellman,Jack,19001,110842,bellmja01,1000818,1889
Belloir,Rob,19002,110843,belloro01,1000819,1978
Bellorin,Edwin,32652,431143,belloed01,7242,2009
Belnome,Vince,60169,572714,belnovi01,8126,2014
Below,Duane,50127,502102,belowdu01,3124,2013
Belt,Brandon,65767,474832,beltbr01,10264,2021
Beltran,Carlos,1358,136860,beltrca01,589,2017
Beltran,Francis,224,407779,beltrfr01,1530,2008
Beltran,Rigo,16751,110844,beltrri01,1916,2004
Beltre,Adrian,340,134181,beltrad01,639,2018
Beltre,Engel,55561,520976,beltren01,4918,2013
Beltre,Esteban,16752,110845,beltres01,1000823,1996
Beltre,Omar,32660,449110,beltrom01,10259,2010
Bemboom,Anthony,100659,621532,bemboan01,13854,2021
Bemis,Harry,19003,110846,bemisha01,1000824,1910
Benard,Marvin,435,110847,benarma01,1382,2003
Benavides,Freddie,17839,110848,benavfr01,1000825,1994
Bench,Johnny,19004,110849,benchjo01,1000826,1983
Bender,Anthony,108828,669622,bendean01,19742,2021
Bender,Charles,19005,110850,bendech01,1000827,1925
Benedict,Art,19006,110851,benedar01,1000828,1883
Benedict,Bruce,19007,110852,benedbr01,1000829,1989
Benes,Alan,225,110853,benesal01,265,2003
Benes,Andy,165,110854,benesan01,1144,2002
Benes,Joe,19008,110855,benesjo01,1000830,1931
Benge,Ray,19009,110856,bengera01,1000831,1938
Bengough,Benny,19010,110857,bengobe01,1000832,1932
Benintendi,Andrew,105574,643217,beninan01,17901,2021
Beniquez,Juan,19011,110858,beniqju01,1000833,1988
Benitez,Armando,544,110859,benitar01,865,2008
Benitez,Yamil,16753,110860,benitya01,1000834,1998
,,,-1,benjaje01,-1,1948
Benjamin,Mike,16754,110862,benjami01,981,2002
Benjamin,Stan,19012,110861,benjast01,1000835,1945
Benjamin,Wes,71348,605138,benjawe01,19243,2021
Benn,Henry,19013,110863,bennhe01,1000848,1914
Benners,Ike,19014,110864,benneik01,1000843,1884
,,,-1,benne03,-1,1942
,,,-1,bennebr01,-1,1942
Bennett,Bugs,26464,119402,morribu01,-1,1921
Bennett,Charlie,19015,110865,bennech01,1000836,1893
Bennett,Dave,19016,110866,benneda01,1000837,1964
Bennett,Dennis,19017,110867,bennede01,1000838,1968
,,,-1,bennedo01,-1,1930
Bennett,Erik,16755,110868,benneer01,1000839,1996
Bennett,Frank,19018,110869,bennefr01,1000840,1928
Bennett,Fred,19019,110872,bennefr02,1000841,1931
Bennett,Gary,812,110870,bennega01,420,2008
Bennett,Herschel,19020,110871,bennehe01,1000842,1927
,,,-1,,-1,
Bennett,Jeff,32693,430831,benneje01,1903,2009
,,,-1,benneji01,-1,1948
Bennett,Joe,19021,110873,bennejo01,1000844,1923
Bennett,Joel,16756,150098,bennejo02,1000845,1999
Bennett,Pug,19022,110874,bennepu01,1000846,1907
,,,-1,bennesa01,-1,1925
Bennett,Shayne,16757,110875,bennesh01,1000847,1999
Benoit,Joaquin,1250,276542,benoijo01,1437,2017
Benson,Allen,19023,110876,bensoal01,1000849,1934
,,,-1,bensocl01,-1,1942
,,,-1,bensoge01,-1,1948
Benson,Joe,50078,501994,bensojo01,2845,2011
Benson,Kris,705,150249,bensokr01,982,2010
Benson,Vern,19024,110877,bensove01,1000850,1953
Bentley,Cy,19025,110878,bentlcy01,1000851,1872
Bentley,Jack,19026,110879,bentlja01,1000852,1927
Benton,Al,19027,110881,bentoal01,1000853,1952
Benton,Butch,19028,110880,bentobu01,1000854,1985
Benton,Larry,19029,110883,bentola01,1000855,1935
Benton,Rabbit,19030,110885,bentora01,1000856,1922
Benton,Rube,19031,110882,bentoru01,1000857,1925
Benton,Sid,19032,110884,bentosi01,1000858,1922
Bentz,Chad,32699,430566,bentzch01,1889,2005
Benz,Joe,19033,110886,benzjo01,1000860,1919
Benzinger,Todd,17739,110887,benzito01,1000859,1995
,,,-1,,-1,
Berardino,Johnny,19034,110888,berarjo01,1000861,1952
Berberet,Lou,19035,110889,berbelo01,1000862,1960
Berblinger,Jeff,16758,110890,berblje01,1000863,1997
Bere,Jason,226,110891,bereja01,266,2003
Berenguer,Juan,19036,110892,berenju01,1000865,1992
Berenyi,Bruce,19037,110893,berenbr01,1000864,1986
Beresford,James,55567,503437,beresja01,4626,2016
Berg,Dave,972,132787,bergda01,1288,2004
Berg,Justin,47055,448753,bergju01,1973,2011
Berg,Moe,19038,110894,bergmo01,1000880,1939
Bergamo,Augie,19039,110895,bergaau01,1000866,1945
Bergen,Bill,19040,110897,bergebi01,1000867,1911
Bergen,Marty,19041,110896,bergema01,1000873,1899
Bergen,Travis,105578,664157,bergetr01,18581,2021
Berger,Boze,19042,110903,bergebo01,1000868,1939
Berger,Brandon,1359,407356,bergebr01,590,2004
Berger,Clarence,19043,110899,bergecl01,1000869,1914
,,,-1,,-1,
,,,-1,,-1,
Berger,Heinie,19044,110898,bergehe01,1000870,1910
Berger,Joe,19045,110902,bergejo01,1000871,1914
Berger,Johnny,19046,110900,bergejo02,1000872,1927
Berger,Tun,19047,110901,bergetu01,1000874,1892
Berger,Wally,19048,110904,bergewa01,1000875,1940
Bergeron,Peter,387,150395,bergepe01,763,2004
Bergesen,Brad,45711,448269,bergebr02,8375,2012
Bergh,John,19049,110905,berghjo01,1000876,1880
Berghammer,Marty,19050,110906,berghma01,1000877,1915
Bergman,Al,19051,110907,bergmal01,1000878,1916
Bergman,Christian,66039,548357,bergmch01,10925,2018
Bergman,Dave,19052,110908,bergmda01,1000879,1992
Bergman,Dusty,32709,425776,bergmdu01,2643,2004
Bergman,Sean,16759,110909,bergmse01,1000881,2000
Bergmann,Jason,32710,456589,bergmja01,4640,2010
Bergolla,William,32711,430596,bergowi01,2152,2005
,,,-1,,-1,
Berkelbach,Frank,19053,110910,berkefr01,1000882,1884
Berken,Jason,52053,460072,berkeja01,5673,2012
Berkenstock,Nate,19054,110911,berkena01,1000883,1871
Berkman,Lance,6,204020,berkmla01,548,2013
Berly,Jack,19055,110912,berlyja01,1000884,1933
Berman,Bob,19056,110913,bermabo01,1000885,1918
Bernadina,Roger,45390,465668,bernaro01,6421,2014
,,,-1,bernapl01,-1,1941
Bernal,Victor,19057,110914,bernavi01,1000890,1977
Bernard,Curt,19058,110915,bernacu01,1000886,1901
Bernard,Dwight,19059,110916,bernadw01,1000887,1982
Bernard,Joe,19060,110917,bernajo01,1000888,1909
Bernazard,Tony,19061,110918,bernato01,1000889,1991
Bernero,Adam,1409,333293,bernead01,460,2006
Bernhard,Bill,19062,110919,bernhbi01,1000891,1907
,,,-1,,-1,
Bernhardt,Juan,19063,110920,bernhju01,1000892,1979
Bernhardt,Walter,19064,110921,bernhwa01,1000893,1918
Bernier,Carlos,19065,110922,bernica01,1000894,1953
Bernier,Doug,32724,448674,bernido01,4518,2015
Bero,Johnny,19066,110923,berojo01,1000895,1951
Berra,Dale,19067,110924,berrada01,1000896,1987
Berra,Yogi,17887,110925,berrayo01,1000898,1965
Berran,Dennis,19068,110926,berrade01,1000897,1912
Berres,Ray,19069,110927,berrera01,1000899,1945
Berrios,Jose,100574,621244,berrijo01,14168,2021
Berroa,Angel,1360,407556,berroan01,591,2009
Berroa,Geronimo,16760,110928,berroge01,1000900,2000
,,,-1,berry04,-1,1947
,,,-1,berryca01,-1,1948
Berry,Charlie,19070,110931,berrych01,1000901,1884
Berry,Charlie,19071,110930,berrych02,1000902,1938
Berry,Claude,19072,110932,berrycl01,1000903,1915
,,,-1,berryed02,-1,1943
,,,-1,berryed01,-1,1930
Berry,Joe,19074,110935,berryjo02,1000906,1922
Berry,Joe,19075,110934,berryjo03,1000907,1946
Berry,Joe,19073,110936,berryjo01,1000905,1902
Berry,Ken,19076,110929,berryke01,1000908,1975
Berry,Mark,85676,427028,,-1,
Berry,Neil,19077,110933,berryne01,1000909,1954
Berry,Quintin,52341,450641,berryqu01,9414,2017
Berry,Sean,16761,110937,berryse01,1000910,2000
Berry,Tom,19078,110938,berryto01,1000911,1871
Berryhill,Damon,16762,110939,berryda01,1000904,1997
Bertaina,Frank,19079,110940,bertafr01,1000912,1970
Berte,Harry,19080,110941,berteha01,1000914,1903
Bertell,Dick,19081,110942,bertedi01,1000913,1967
Berthrong,Harry,19082,110943,berthha01,1000915,1871
Berti,Jon,69159,542932,bertijo01,12037,2021
Bertoia,Reno,19083,110944,bertore01,1000917,1962
Bertotti,Mike,16763,110945,bertomi01,1000916,1997
Bertrand,Lefty,19084,110946,bertrle01,1000918,1936
Berumen,Andres,16764,110947,beruman01,1000919,1996
Besana,Fred,19085,110948,besanfr01,1000920,1956
Bescher,Bob,19086,110949,beschbo01,1000921,1918
Besse,Herman,19087,110950,bessehe01,1000923,1946
Bessent,Don,19088,110951,bessedo01,1000922,1958
Best,Karl,19089,110952,bestka01,1000925,1988
Bestick,William,19090,110953,besti01,1000924,1872
Beswick,Jim,19091,110954,beswiji01,1000926,1978
Betances,Dellin,49775,476454,betande01,6216,2021
Betancourt,Rafael,32749,429783,betanra01,177,2015
Betancourt,Yuniesky,45619,435358,betanyu01,8585,2013
Betcher,Frank,19092,110955,betchfr01,1000927,1910
,,,-1,,-1,
Betemit,Wilson,19093,400140,betemwi01,1861,2013
Bethancourt,Christian,60747,542194,bethach01,10028,2017
Bethea,Bill,19094,110956,bethebi01,1000928,1964
Bethke,Jim,19095,110957,bethkji01,1000929,1965
Bettencourt,Larry,19096,110958,bettela01,1000931,1932
Bettendorf,Jeff,19097,110959,betteje01,1000930,1984
Bettinger,Alec,109452,676424,bettial01,20312,2021
Bettis,Chad,65855,518452,bettich01,10587,2019
,,,-1,betts02,-1,1938
Betts,Harry,19098,110960,bettsha01,1000932,1913
Betts,Huck,19099,110961,bettshu01,1000933,1935
Betts,Mookie,70430,605141,bettsmo01,13611,2021
,,,-1,,-1,
Betzel,Bruno,19100,110962,betzebr01,1000934,1918
Bevacqua,Kurt,19101,110963,bevacku01,1000935,1985
Bevan,Hal,19102,110964,bevanha01,1000936,1961
Bevens,Bill,19103,110965,bevenbi01,1000937,1947
Beverlin,Jason,1410,407857,beverja01,1560,2002
,,,-1,beverch01,-1,1939
Bevil,Brian,16765,110966,bevilbr01,1000939,1998
Bevil,Lou,19104,110967,bevillo01,1000940,1942
Beville,Ben,19105,110968,bevilbe01,1000938,1901
Beville,Monte,19106,110969,bevilmo01,1000941,1904
Bevington,Terry,79093,492618,bevinte99,-1,
Beyeler,Arnie,113617,492469,,-1,
Bezdek,Hugo,113621,492619,bezdehu99,-1,
,,,-1,,-1,
Biagini,Joe,70988,607352,biagijo01,13194,2021
Bialas,Dave,77646,528349,,-1,
Biancalana,Buddy,19107,110970,biancbu01,1000942,1987
Bianchi,Jeff,45704,488703,biancje01,9958,2015
Bianco,Tommy,19108,110971,biancto01,1000943,1975
Biasatti,Hank,19109,110972,biasaha01,1000944,1949
,,,-1,bibbsra01,-1,1944
Bibby,Jim,19110,110973,bibbyji01,1000945,1984
Bibens-Dirkx,Austin,50185,502212,bibenau01,9559,2018
,,,-1,,-1,
Bichette,Bo,107491,666182,bichebo01,19612,2021
Bichette,Dante,16766,110974,bicheda01,1000946,2001
,,,-1,bickejo99,-1,
Bickford,Phil,105588,641360,bickfph01,18519,2021
Bickford,Vern,19111,110975,bickfve01,1000947,1954
Bickham,Dan,19112,110976,bickhda01,1000948,1886
Bicknell,Charlie,19113,110977,bicknch01,1000949,1949
Biddle,Jesse,66931,592145,biddlje01,11437,2021
Biddle,Rocky,1524,335092,biddlro01,223,2004
