name_last,name_first,bpid,key_mlbam,key_bbref,key_fangraphs,mlb_played_last
Miller,Warren,26239,119129,millewa01,1008938,1911
Miller,Whitey,26240,119091,millewh01,1008941,1944
Millette,Joe,17390,119133,millejo05,1008909,1993
Milliard,Ralph,17391,119134,millira02,1008947,1998
Millies,Wally,26241,119135,milliwa01,1008948,1941
Milligan,Billy,26242,119139,millibi01,1008942,1904
Milligan,Jocko,26243,119136,millijo01,1008944,1893
Milligan,John,26244,119137,millijo02,1008945,1934
Milligan,Randy,18196,119138,millira01,1008946,1994
Milliken,Bob,26245,119140,millibo01,1008943,1954
,,,-1,,-1,
Mills,Alan,17392,119142,millsal01,1008949,2001
Mills,Alec,100555,621219,millsal02,13834,2021
Mills,Art,26246,119143,millsar01,1008950,1928
Mills,Bill,26247,119153,millsbi01,1008951,1944
Mills,Brad,56121,502166,millsbr02,4420,2015
Mills,Brad,26248,119149,millsbr01,1008952,1983
Mills,Buster,26249,119145,millsbu01,1008953,1946
Mills,Charlie,26250,119144,millsch01,1008954,1872
Mills,Dick,26251,119150,millsdi01,1008955,1970
Mills,Everett,26252,119146,millsev01,1008956,1876
Mills,Frank,26253,119147,millsfr01,1008957,1914
,,,-1,,-1,
Mills,Jack,26254,119141,millsja01,1008958,1911
Mills,Lefty,26255,119148,millsle01,1008959,1940
Mills,Rupert,26256,119151,millsru01,1008960,1915
Mills,Willie,26257,119152,millswi01,1008961,1901
Mills,Wyatt,110366,670090,millswy01,20010,2021
Millwood,Kevin,100,119154,millwke01,106,2012
Milnar,Al,26258,119155,milnaal01,1008962,1946
Milne,Pete,26259,119156,milnepe01,1008966,1950
Milner,Brian,26260,119157,milnebr01,1008963,1978
Milner,Eddie,26261,119158,milneed01,1008964,1988
Milner,Hoby,70361,571948,milneho01,13346,2021
Milner,John,26262,119159,milnejo01,1008965,1982
Milone,Tommy,58459,543548,milonto01,7608,2021
Milosevich,Mike,26263,119160,milosmi01,1008967,1945
Milstead,George,26264,119161,milstge01,1008968,1926
,,,-1,miltoar01,-1,1943
,,,-1,miltoc01,-1,1933
Milton,Eric,1495,132980,miltoer01,743,2009
,,,-1,miltohe01,-1,1940
Milton,Larry,26265,119162,miltola01,1008969,1903
Mimbs,Mike,26266,119163,mimbsmi01,1008970,1997
Minahan,Cotton,26267,119164,minahco01,1008971,1907
Minarcin,Rudy,26268,119165,minarru01,1008972,1957
Minaya,Juan,60317,573668,minayju01,10341,2021
Mincher,Don,26269,119166,minchdo01,1008973,1972
Mincher,Ed,26270,119167,minched01,1008974,1872
,,,-1,,-1,
Minchey,Nate,18031,119168,minchna01,1008975,1997
Miner,Ray,26271,119169,minerra01,1008976,1921
Miner,Zach,31357,435261,minerza01,3193,2013
Minetto,Craig,26272,119170,minetcr01,1008977,1981
Mingori,Steve,26273,119171,mingost01,1008978,1979
Minnehan,Dan,26274,119172,minneda01,1008979,1895
Minner,Paul,26275,119173,minnepa01,1008980,1956
Minnick,Don,26276,119174,minnido01,1008981,1957
Minor,Blas,17393,119175,minorbl01,1008982,1997
Minor,Damon,459,150272,minorda01,1411,2004
,,,-1,minorge01,-1,1948
Minor,Mike,59266,501985,minormi01,10021,2021
Minor,Ryan,17394,136861,minorry01,1008983,2001
Minoso,Minnie,26277,119176,minosmi01,1008984,1980
Minshall,Jim,26278,119177,minshji01,1008985,1975
Minter,A.J.,108235,621345,minteaj01,18655,2021
Minton,Greg,26279,119178,mintogr01,1008986,1990
Mintz,Steve,17395,119179,mintzst01,1008987,1999
Minutelli,Gino,17911,119180,minutgi01,1008988,1993
,,,-1,miraban01,-1,1940
,,,-1,mirabju01,-1,1929
Mirabella,Paul,26280,119181,mirabpa01,1008989,1990
Mirabelli,Doug,1337,119182,mirabdo01,202,2007
Miranda,Angel,18197,119183,miranan01,1008990,1997
Miranda,Ariel,106487,664641,miranar01,17526,2018
Miranda,Juan,54302,506673,miranju01,7783,2011
Miranda,Willy,26281,119184,miranwi01,1008991,1959
Misch,Pat,45562,435619,mischpa01,5909,2011
Misiewicz,Anthony,106490,664948,misiean01,18152,2021
Misse,John,26282,119185,missejo01,1008992,1914
Misuraca,Mike,18032,119186,misurmi01,1008993,1997
,,,-1,,-1,
,,,-1,mitchab01,-1,1933
,,,-1,mitchal01,-1,1941
,,,-1,mitchar01,-1,1926
,,,-1,mitchbo04,-1,1938
Mitchell,Bobby,26283,119201,mitchbo01,1008994,1882
Mitchell,Bobby,26284,119203,mitchbo02,1008995,1975
Mitchell,Bobby,26285,119202,mitchbo03,1008996,1983
Mitchell,Bryan,66570,571951,mitchbr01,11479,2021
,,,-1,mitchbu01,-1,1935
,,,-1,,-1,
Mitchell,Charlie,26286,119188,mitchch01,1008997,1985
Mitchell,Clarence,26287,119189,mitchcl01,1008998,1932
,,,-1,mitchcl02,-1,1938
Mitchell,Craig,26288,119190,mitchcr01,1008999,1977
Mitchell,D.J.,60018,543551,mitchdj01,5354,2012
Mitchell,Dale,26289,119197,mitchda01,1009000,1956
,,,-1,,-1,
Mitchell,Fred,26290,119191,mitchfr01,1009001,1913
,,,-1,mitchg01,-1,1932
,,,-1,mitchge01,-1,1941
,,,-1,mitchjo03,-1,1932
Mitchell,John,18033,119193,mitchjo02,1009003,1990
Mitchell,Johnny,26291,119192,mitchjo01,1009002,1925
Mitchell,Keith,17396,119194,mitchke02,1009005,1998
Mitchell,Kevin,17397,119195,mitchke01,1009004,1998
Mitchell,Larry,17398,119196,mitchla01,1009006,1996
,,,-1,mitchll01,-1,1930
Mitchell,Mike,26292,119198,mitchmi01,1009007,1914
Mitchell,Monroe,26293,119199,mitchmo01,1009008,1923
,,,-1,mitcho01,-1,1931
,,,-1,mitchot01,-1,1930
Mitchell,Paul,26294,119200,mitchpa01,1009009,1980
,,,-1,mitchro02,-1,1924
Mitchell,Roy,26295,119187,mitchro01,1009010,1919
Mitchell,Russell,48340,452199,mitchru01,5848,2011
,,,-1,mitchte01,-1,1939
Mitchell,Willie,26296,119204,mitchwi01,1009011,1919
Mitre,Sergio,39743,429901,mitrese01,1773,2011
Mitterling,Ralph,26297,119205,mittera01,1009013,1916
Mitterwald,George,26298,119206,mittege01,1009012,1977
Mize,Casey,122776,663554,mizeca01,20492,2021
Mize,Johnny,26299,119207,mizejo01,1009014,1953
Mizell,Vinegar Bend,26300,119208,mizelvi01,1009015,1962
Mizerock,John,26301,119209,mizerjo01,1009016,1989
Mizeur,Bill,26302,119210,mizeubi01,1009017,1924
Mlicki,Dave,31,119211,mlickda01,569,2002
Mmahat,Kevin,26303,119212,mmahake01,1009018,1989
Moates,Dave,26304,119213,moateda01,1009019,1976
Mock,Garrett,46381,452241,mockga01,7335,2010
Modak,Mike,26305,119214,modakmi01,1009020,1945
Moehler,Brian,791,119215,moehlbr01,480,2010
Moeller,Chad,311,150224,moellch01,66,2010
Moeller,Danny,26306,119216,moellda01,1009021,1916
Moeller,Dennis,18089,119217,moellde01,1009022,1993
Moeller,Joe,26307,119218,moelljo01,1009023,1971
Moeller,Ron,26308,119219,moellro01,1009024,1963
Moffet,Joseph,26309,119220,moffejo01,1009025,1884
Moffet,Samuel,26310,119221,moffesa01,1009026,1888
Moffitt,Randy,26311,119222,moffira01,1009027,1983
Moford,Herb,26312,119223,moforhe01,1009028,1962
Mogridge,George,26313,119224,mogrige01,1009029,1927
Mohardt,John,26314,119225,moharjo01,1009031,1922
Mohart,George,26315,119226,moharge01,1009030,1921
Mohler,Kid,26316,119227,mohleki01,1009032,1894
Mohler,Mike,17399,119228,mohlemi01,1009033,2001
Mohorcic,Dale,26317,119229,mohorda01,1009034,1990
Mohr,Dustan,1496,407380,mohrdu01,744,2007
Moisan,Bill,26318,119230,moisabi01,1009035,1953
Mokan,Johnny,26319,119231,mokanjo01,1009036,1927
Mole,Fenton,26320,119232,molefe01,1009037,1949
Molesworth,Carlton,26321,119233,molesca01,1009038,1895
Molina,Bengie,893,134260,molinbe01,24,2010
Molina,Gabe,10819,150023,molinga01,1575,2003
,,,-1,molingu02,-1,1930
Molina,Gustavo,39795,435238,molingu01,2861,2011
Molina,Izzy,17400,119234,moliniz01,156,2002
Molina,Jose,894,150040,molinjo01,25,2014
Molina,Yadier,31391,425877,molinya01,7007,2021
Molinaro,Bob,26322,119235,molinbo01,1009039,1983
Molitor,Paul,17401,119236,molitpa01,1009040,1998
Moll,Sam,102052,594580,mollsa01,14874,2021
Molleken,Dustin,46387,451783,molledu01,6200,2016
Mollenkamp,Fred,26323,119237,mollefr01,1009041,1914
Mollwitz,Fritz,26324,119238,mollwfr01,1009042,1919
Moloney,Richie,26325,119239,molonri01,1009043,1970
Molyneaux,Vince,26326,119240,molynvi01,1009044,1918
Monaco,Blas,26327,119241,monacbl01,1009045,1946
,,,-1,,-1,
Monahan,Rinty,26328,119242,monahri01,1009046,1953
Monahan,Shane,17402,136265,monahsh01,1009047,1999
Monasterios,Carlos,49906,467856,monasca01,2506,2010
Monbouquette,Bill,26329,119243,monbobi01,1009048,1968
Moncada,Yoan,105432,660162,moncayo01,17232,2021
Moncewicz,Freddie,26330,119244,moncefr01,1009049,1928
Monchak,Alex,26331,119245,monchal01,1009050,1940
Moncrief,Carlos,58261,519037,moncrca01,7511,2017
Monday,Rick,26332,119246,mondari01,1009051,1984
Mondesi,Adalberto,100344,609275,mondera02,13769,2021
Mondesi,Raul,1597,119247,mondera01,1314,2005
Monell,Johnny,56135,476192,moneljo01,2783,2015
Money,Don,26333,119248,moneydo01,1009052,1983
Monge,Sid,26334,119249,mongesi01,1009053,1984
Moniak,Mickey,108243,666160,moniami01,19956,2021
,,,-1,monrobi01,-1,1927
Monroe,Craig,1436,407155,monrocr01,1464,2009
Monroe,Ed,26335,119250,monroed01,1009054,1918
Monroe,Frank,26336,119251,monrofr01,1009055,1884
Monroe,John,26337,119252,monrojo01,1009056,1921
Monroe,Larry,26338,119253,monrola01,1009057,1976
Monroe,Zach,26339,119254,monroza01,1009058,1959
Montague,Ed,26340,119255,montaed01,1009059,1932
Montague,Ed,129782,427346,,-1,
Montague,John,26341,119256,montajo01,1009060,1980
,,,-1,montaes01,-1,1928
Montalvo,Rafael,26342,119257,montara01,1009061,1986
Montanez,Luis,31413,428642,montalu01,2923,2011
Montanez,Willie,26343,119258,montawi01,1009062,1982
Montas,Frankie,67243,593423,montafr02,14309,2021
Monteagudo,Aurelio,26344,119259,monteau01,1009063,1973
Monteagudo,Rene,26345,119260,montere01,1009067,1945
Montefusco,John,26346,119261,montejo01,1009065,1986
Montejo,Manny,26347,119262,montema01,1009066,1961
Monteleone,Rich,17819,119263,monteri01,1009068,1996
Montemayor,Felipe,26348,119264,montefe01,1009064,1955
Montero,Agustin,39830,430903,monteag01,2268,2006
Montero,Jesus,57472,524968,monteje01,5514,2015
Montero,Miguel,39835,471083,montemi01,3364,2018
Montero,Rafael,69637,606160,montera01,12760,2021
,,,-1,,-1,
Montgomery,Al,26349,119265,montgal01,1009069,1941
Montgomery,Bob,26350,119269,montgbo01,1009070,1979
Montgomery,Jeff,17403,119266,montgje01,1009071,1999
Montgomery,Jordan,104855,656756,montgjo01,16511,2021
Montgomery,Mike,58857,543557,montgmi01,4869,2020
Montgomery,Monty,26351,119267,montgmo01,1009072,1972
Montgomery,Ray,26352,119268,montgra01,1009073,1998
Montgomery,Steve,17404,119270,montgst01,1009074,2000
Montoyo,Charlie,18150,119271,montoch01,1009075,1993
Montreuil,Al,26353,119272,montral01,1009076,1972
Montz,Luke,46401,452215,montzlu01,6601,2013
Monzant,Ramon,26354,119273,monzara01,1009077,1960
Monzon,Dan,26355,119274,monzoda01,1009078,1973
Moock,Joe,26356,119275,moockjo01,1009079,1967
,,,-1,moodybl01,-1,1940
Moody,Eric,17405,119276,moodyer01,1009080,1997
,,,-1,moodyle01,-1,1947
,,,-1,moodywi01,-1,1929
Moolic,George,26357,119277,moolige01,1009081,1886
Moon,Leo,26358,119278,moonle01,1009084,1932
Moon,Wally,26359,119279,moonwa01,1009085,1965
Mooney,Jim,26360,119280,mooneji01,1009083,1934
Mooneyham,Bill,26361,119281,moonebi01,1009082,1986
,,,-1,moore04,-1,1923
,,,-1,moore05,-1,1942
Moore,Adam,52441,446192,mooread01,9362,2018
Moore,Al,26362,119282,mooreal01,1009086,1926
Moore,Andrew,106502,621058,moorean02,17553,2019
Moore,Anse,26363,119284,moorean01,1009087,1946
Moore,Archie,26364,119285,moorear01,1009088,1965
Moore,Balor,26365,119286,mooreba02,1009090,1980
Moore,Barry,26366,119316,mooreba01,1009089,1970
Moore,Bill,26369,119326,moorebi03,1009093,1986
Moore,Bill,26368,119325,moorebi02,1009092,1927
Moore,Bill,26367,119324,moorebi01,1009091,1925
Moore,Bobby,26371,119318,moorebo02,1009095,1991
Moore,Bobby,26370,119317,moorebo01,1009094,1985
Moore,Brad,26372,119287,moorebr01,1009096,1990
Moore,Carlos,26373,119288,mooreca01,1009097,1930
Moore,Charley,26374,119289,moorech01,1009098,1912
Moore,Charlie,26375,119290,moorech02,1009099,1987
,,,-1,moorecl01,-1,1928
Moore,Cy,26376,119323,moorecy01,1009100,1934
Moore,Dee,26377,119291,moorede01,1009101,1946
,,,-1,mooredo02,-1,1926
Moore,Donnie,26378,119292,mooredo01,1009102,1988
Moore,Dylan,106503,664238,mooredy01,18042,2021
Moore,Earl,26379,119293,mooreea01,1009103,1914
Moore,Eddie,26380,119300,mooreed01,1009104,1934
Moore,Euel,26381,119294,mooreeu01,1009105,1936
,,,-1,mooreeu02,-1,1921
Moore,Ferdie,26382,119297,moorefe01,1009106,1914
Moore,Frank,26386,119299,moorege01,1009108,1905
Moore,Gary,26383,119298,moorega01,1009107,1970
Moore,Gene,26384,119296,moorege02,1009109,1912
Moore,Gene,26385,119295,moorege03,1009110,1945
Moore,Henry,26387,119301,mooreha01,1009203,1884
,,,-1,mooreja02,-1,1939
Moore,Jackie,26388,119302,mooreja01,1009112,1965
Moore,Jeremy,49456,489135,mooreje02,7307,2011
Moore,Jerry,26389,119305,mooreje01,1009113,1885
Moore,Jim,26390,119303,mooreji01,1009114,1932
Moore,Jimmy,26391,119304,mooreji02,1009115,1931
Moore,Jo-Jo,26392,119307,moorejo02,1009117,1941
,,,-1,moorejo03,-1,1929
Moore,Johnny,26393,119306,moorejo01,1009116,1945
Moore,Junior,26394,119283,mooreju01,1009118,1980
Moore,Kelvin,26395,119308,mooreke01,1009119,1983
Moore,Kerwin,17406,119309,mooreke02,1009120,1996
Moore,Malachi,149322,623946,,-1,
Moore,Marcus,17407,119311,moorema01,1009121,1996
Moore,Matt,57473,519043,moorema02,1890,2021
Moore,Mike,17408,119313,mooremi01,1009122,1995
Moore,Molly,26396,119312,mooremo01,1009123,1875
Moore,Randy,26397,119314,moorera01,1009124,1937
Moore,Ray,26398,119315,moorera02,1009125,1963
,,,-1,moorere01,-1,1940
,,,-1,moorero02,-1,1946
Moore,Roy,26399,119319,moorero01,1009126,1923
Moore,Scott,45453,445599,mooresc02,4390,2012
Moore,Scrappy,26400,119322,mooresc01,1009127,1917
,,,-1,mooresq01,-1,1928
Moore,Terry,26401,119320,moorete01,1009128,1948
Moore,Tommy,26402,119321,mooreto01,1009129,1977
Moore,Trey,17409,134340,mooretr01,1009130,2001
Moore,Tyler,58470,489138,moorety01,7244,2017
Moore,Whitey,26403,119310,moorewh01,1009131,1942
Moore,Wilcy,26404,119327,moorewi01,1009132,1933
Moorhead,Bob,26405,119328,moorhbo01,1009133,1965
Moose,Bob,26406,119329,moosebo01,1009134,1976
Mooty,Jake,26407,119330,mootyja01,1009135,1944
Mora,Andres,26408,119331,moraan01,1009136,1980
Mora,Melvin,1231,206551,morame01,157,2011
Moraga,David,17410,292139,moragda01,1009137,2000
,,,-1,moralca01,-1,1948
Morales,Franklin,48448,462985,moralfr01,5088,2016
Morales,Gabe,146769,573597,,-1,
Morales,Jerry,26409,119333,moralje01,1009138,1983
Morales,Jose,26410,119332,moraljo01,1009139,1984
Morales,Jose,45454,458643,moraljo02,3726,2011
Morales,Kendrys,45379,434778,moralke01,8610,2019
Morales,Osmer,66839,591672,moralos01,17133,2018
Morales,Rich,26411,119334,moralri01,1009140,1974
Morales,Willie,17411,150425,moralwi01,1009141,2000
Moran,Al,26412,119342,moranal01,1009142,1964
,,,-1,,-1,
Moran,Bill,26413,119345,moranbi01,1009143,1895
Moran,Bill,26414,119336,moranbi03,1009145,1974
Moran,Billy,26415,119346,moranbi02,1009144,1965
Moran,Brian,60884,572383,moranbr01,9646,2020
Moran,Charles,26416,119338,moranch01,1009146,1905
Moran,Charlie,26417,119337,moranch02,1009147,1908
Moran,Colin,102040,592567,moranco01,16909,2021
Moran,Harry,26418,119339,moranha01,1009148,1915
Moran,Herbie,26419,119340,moranhe01,1009149,1915
Moran,Hiker,26420,119335,moranhi01,1009150,1939
Moran,Jovani,107237,663558,moranjo01,20422,2021
Moran,Pat,26421,119341,moranpa01,1009152,1914
Moran,Roy,26422,119343,moranro01,1009153,1912
Moran,Sam,26423,119344,moransa01,1009154,1895
Morandini,Mickey,17412,119347,moranmi01,1009151,2000
Morban,Jose,16622,425660,morbajo01,1682,2003
Mordecai,Mike,10966,119348,mordemi01,1385,2005
More,Forrest,26424,119349,morefo01,1009155,1909
Morehart,Ray,26425,119350,morehra01,1009157,1927
Morehead,Dave,26426,119351,morehda01,1009156,1970
Morehead,Seth,26427,119352,morehse01,1009158,1961
Morejon,Danny,26428,119353,morejda01,1009159,1958
Morel,Brent,58918,543569,morelbr01,6402,2015
Morel,Ramon,17413,119354,morelra01,1009162,1997
Moreland,Keith,26429,119355,morelke01,1009161,1989
Moreland,Mitch,57476,519048,morelmi01,3086,2021
,,,-1,morelna01,-1,1945
,,,639680,,-1,
Morelock,Harry,26430,119356,morelha01,1009160,1892
Moren,Lew,26431,119357,morenle01,1009166,1910
Moreno,Angel,26432,119358,morenan01,1009163,1982
Moreno,Diego,56150,514981,morendi01,6238,2017
Moreno,Edwin,39943,430650,morened01,7993,2009
Moreno,Jose,26433,119359,morenjo01,1009164,1982
Moreno,Juan,17414,276539,morenju02,1465,2002
Moreno,Julio,26434,119360,morenju01,1009165,1953
Moreno,Omar,26435,119361,morenom01,1009167,1986
Moreno,Orber,17415,150205,morenor01,617,2004
Moret,Roger,26436,119362,moretro01,1009168,1978
Moreta,Dauri,106516,664294,moretda01,21101,2021
Morey,Dave,26437,119363,moreyda01,1009169,1913
,,,-1,morga03,-1,1936
Morgan,Adam,70472,605388,morgaad01,12580,2021
Morgan,Bill,26438,119369,morgabi01,1009171,1884
Morgan,Bill,26439,119379,morgabi02,1009170,1884
Morgan,Bobby,26440,119376,morgabo01,1009172,1958
Morgan,Chet,26441,119364,morgach01,1009173,1938
Morgan,Cy,26443,119365,morgacy02,1009175,1922
Morgan,Cy,26442,119368,morgacy01,1009174,1913
Morgan,Ed,26444,119366,morgaed01,1009176,1934
Morgan,Eddie,26445,119367,morgaed02,1009177,1937
Morgan,Eli,110406,669212,morgael01,20203,2021
Morgan,Joe,26446,119372,morgajo01,1009178,1964
Morgan,Joe,26447,119371,morgajo02,1009179,1984
Morgan,Kevin,17820,119373,morgake01,1009180,1997
,,,-1,morgale01,-1,1928
Morgan,Mike,17416,119374,morgami01,67,2002
Morgan,Nyjer,48487,460579,morgany01,4885,2014
,,,-1,morgape01,-1,1938
,,,-1,morgapi01,1009181,1878
Morgan,Ray,26448,119375,morgara01,1009182,1918
Morgan,Red,26449,119370,morgare01,1009183,1906
,,,-1,morgasa01,-1,1948
Morgan,Tom,26450,119377,morgato01,1009184,1963
Morgan,Vern,26451,119378,morgave01,1009185,1955
Morhardt,Moe,26452,119380,morhamo01,1009186,1962
Moriarty,Bill,26454,119384,moriabi01,1009187,1909
Moriarty,Ed,26455,119382,moriaed01,1009188,1936
Moriarty,Eugene,26453,119381,moriage01,1009189,1892
Moriarty,George,26456,119383,moriage02,1009190,1916
Moriarty,Mike,1232,150225,moriami01,158,2002
Morillo,Juan,48488,434623,morilju01,3369,2009
Morimando,Shawn,70403,596049,morimsh01,13606,2021
Morin,Mike,99992,573046,morinmi01,13442,2020
Morlan,John,26457,119385,morlajo01,1009191,1974
Morley,Bill,26458,119386,morlebi01,1009192,1913
Morman,Alvin,17417,119387,mormaal01,1009193,1999
Morman,Russ,17418,119388,mormaru01,1009194,1997
Morneau,Justin,31760,408047,morneju01,1737,2016
Moroff,Max,100663,621559,morofma01,14556,2021
Morogiello,Dan,26459,119389,morogda01,1009195,1983
Moroney,Jim,26460,119390,moronji01,1009197,1912
Moronko,Jeff,26461,119391,moronje01,1009196,1987
Moronta,Reyes,69826,606625,moronre01,14966,2021
Morrell,Bill,26462,119392,morrebi01,1009198,1931
Morrill,John,26463,119393,morrijo01,1009214,1890
Morris,A.J.,60630,571963,morriaj01,9919,2016
Morris,Akeel,67057,592570,morriak01,12185,2018
,,,-1,morrial01,-1,1930
,,,-1,morriba01,-1,1948
Morris,Bryan,51993,457768,morribr01,10234,2017
Morris,Danny,26465,119394,morrida01,1009201,1969
Morris,Doyt,26466,119395,morrido01,1009202,1937
Morris,Ed,26469,119405,morried02,1009205,1931
Morris,Ed,26468,119397,morried01,1009204,1890
Morris,Hal,17419,119406,morriha02,1009209,2000
Morris,Jack,17912,119399,morrija02,1009211,1994
Morris,James,26467,119396,morrie1,-1,1884
Morris,Jim,17420,242062,morrija03,1009213,2000
Morris,John,26470,119400,morrijo06,1009219,1974
,,,-1,,-1,
Morris,John,26471,119398,morrijo07,1009220,1992
Morris,Matt,198,119403,morrima01,1172,2008
Morris,Pete,26472,119404,morrip1,1009222,1884
Morris,Walter,26473,119401,morriwa01,1009226,1908
Morris,Warren,11041,150255,morriwa02,1424,2003
,,,-1,morriye01,-1,1930
Morrisette,Bill,26474,119407,morribi01,1009199,1920
,,,-1,morri08,-1,1943
,,,-1,,-1,
Morrison,Guy,26475,119415,morrigu01,1009207,1928
Morrison,Hank,26476,119413,morriha01,1009208,1887
Morrison,Jim,26477,119408,morriji01,1009212,1988
,,,-1,morriji02,-1,1930
Morrison,Johnny,26478,119409,morrijo04,1009217,1930
Morrison,Jon,26479,119410,morrijo03,1009216,1887
Morrison,Logan,51804,489149,morrilo01,9205,2020
Morrison,Mike,26480,119411,morrimi01,1009221,1890
Morrison,Phil,26481,119412,morriph01,1009223,1921
Morrison,Tom,26482,119414,morrito02,1009225,1896
Morrissey,Frank,26483,119419,morrifr01,1009206,1902
Morrissey,Jack,26484,119416,morrija01,1009210,1903
Morrissey,Jo-Jo,26485,119418,morrijo05,1009218,1936
Morrissey,John,26486,119417,morrijo02,1009215,1881
Morrissey,Tom,26487,119420,morrito01,1009224,1884
Morrow,Brandon,52232,453344,morrobr01,9346,2018
Morse,Bud,26488,119421,morsebu01,1009227,1929
Morse,Hap,26489,119422,morseha01,1009228,1911
Morse,Michael,40007,434604,morsemi01,3035,2017
Mortensen,Clayton,56160,489150,mortecl01,3166,2013
Morton,Bubba,26490,119429,mortobu01,1009229,1969
Morton,Carl,26491,119423,mortoca01,1009230,1976
Morton,Charlie,26492,119424,mortoch01,1009231,1885
Morton,Charlie,48258,450203,mortoch02,4676,2021
Morton,Colt,48259,451803,mortoco01,6222,2008
Morton,Guy,26493,119426,mortogu01,1009232,1924
Morton,Kevin,18034,119427,mortoke01,1009234,1991
Morton,Moose,26494,119425,mortogu02,1009233,1954
Morton,Sparrow,26495,119428,mortosp01,1009111,1884
,,,-1,mortosy01,-1,1947
Moryn,Walt,26496,119430,morynwa01,1009236,1961
Moschitto,Ross,26497,119431,moschro01,1009237,1967
Moscoso,Edwin,149153,554242,,-1,
Moscoso,Guillermo,46466,446861,moscogu01,5106,2013
Moscot,Jon,100550,621209,moscojo01,13849,2016
Mosebach,Bobby,46467,458595,mosebro01,6927,2009
Moseby,Lloyd,26498,119432,mosebll01,1009238,1991
Moseley,Dustin,31571,400291,moseldu01,7060,2012
Moseley,Earl,26499,119433,moselea01,1009239,1916
Moser,Arnie,26500,119434,moserar01,1009240,1937
,,,432542,,-1,
Moser,Walter,26501,119435,moserwa01,1009241,1911
Moses,Felix,130257,492667,mosesfe99,-1,
Moses,Jerry,26502,119436,mosesje01,1009242,1975
Moses,John,18035,119437,mosesjo01,1009243,1992
,,,-1,mosesle01,-1,1940
Moses,Wally,26503,119438,moseswa01,1009244,1951
Moskau,Paul,26504,119439,moskapa01,1009245,1983
Moskiman,Doc,26505,119440,moskido01,1009246,1910
Moskos,Daniel,57477,446290,moskoda01,2858,2011
,,,-1,moslecd01,-1,1935
Mosolf,Jim,26506,119441,mosolji01,1009247,1933
Mosquera,Julio,17421,119442,mosquju01,8218,2005
Moss,Brandon,45457,461235,mossbr01,4467,2017
Moss,Charlie,26507,119443,mossch01,1009248,1936
Moss,Damian,102,150305,mossda01,107,2004
Moss,Howie,26508,119445,mossho01,1009249,1946
Moss,Les,26509,119446,mossle01,1009251,1958
Moss,Mal,26510,119444,mossma01,1009252,1930
,,,-1,mosspo01,-1,1944
Moss,Ray,26511,119447,mossra01,1009254,1931
Mossi,Don,26512,119448,mossido01,1009250,1965
Mossor,Earl,26513,119449,mossoea01,1009253,1951
Mostil,Johnny,26514,119450,mostijo01,1009255,1929
Mota,Andy,17821,119451,motaan01,1009256,1991
Mota,Danny,26515,150226,motada01,1009257,2000
Mota,Guillermo,372,150407,motagu01,1467,2012
Mota,Jose,17822,119452,motajo01,1009258,1995
Mota,Manny,26516,119453,motama01,1009259,1982
,,,-1,moten01,-1,1937
Motley,Darryl,26517,119454,motleda01,1009260,1987
Mott,Bitsy,26518,119455,mottbi01,1009261,1945
Motte,Jason,48314,435400,motteja01,5861,2017
Motter,Taylor,69304,600301,motteta01,12399,2021
Mottola,Chad,17422,119456,mottoch01,1315,2006
Motton,Curt,26519,119457,mottocu01,1009262,1974
Motz,Frank,26520,119458,motzfr01,1009263,1894
Moulder,Glen,26521,119459,mouldgl01,1009264,1948
Moulton,Allie,26522,119460,moultal01,1009265,1911
Mounce,Tony,40050,429481,mouncto01,1739,2003
Mountain,Frank,26523,119461,mountfr01,1009267,1886
Mountcastle,Ryan,106527,663624,mountry01,18373,2021
Mountjoy,Bill,26524,119462,mountbi01,1009266,1885
Moustakas,Mike,57478,519058,moustmi01,4892,2021
Mouton,James,26525,119463,moutoja01,1009268,2001
Mouton,Lyle,17423,119464,moutoly01,1009269,2001
Mowe,Ray,26526,119465,mowera01,1009270,1913
Mowrey,Mike,26527,119466,mowremi01,1009271,1917
Mowry,Joe,26528,119467,mowryjo01,1009272,1935
Moya,Gabriel,100857,622382,moyaga01,16348,2018
Moya,Steven,66299,570615,moyast01,11854,2016
,,,-1,,-1,
Moyer,Ed,26529,119468,moyered01,1009273,1910
Moyer,Jamie,1167,119469,moyerja01,1091,2012
Moylan,Peter,49614,493247,moylape01,4891,2018
Moynahan,Mike,26530,119470,moynami01,1009274,1884
Mrozinski,Ron,26531,119471,mroziro01,1009275,1955
Muchlinski,Mike,146797,483912,,-1,
Mudrock,Phil,26532,119472,mudroph01,1009276,1963
Mueller,Bill,26533,119481,muellbi01,1009277,1945
Mueller,Bill,460,119482,muellbi02,295,2006
Mueller,Don,26534,119474,muelldo01,1009278,1959
,,,431053,,-1,
Mueller,Gordie,26535,119476,muellgo01,1009279,1950
Mueller,Heinie,26537,119475,muellhe02,1009281,1941
Mueller,Heinie,26536,119473,muellhe01,1009280,1935
Mueller,Les,26538,119477,muellle01,1009282,1945
Mueller,Ray,26539,119478,muellra01,1009283,1951
Mueller,Walter,26540,119479,muellwa01,1009284,1926
Mueller,Willie,26541,119480,muellwi01,1009285,1981
Muffett,Billy,26542,119483,muffebi01,1009286,1962
Muich,Joe,26543,119484,muichjo01,1009287,1924
Muir,Joe,26544,119485,muirjo01,1009288,1952
,,,-1,,-1,
